account_no,customer_name,alias,customer_group,legacy_codes,contract_numbers,contract_sl_nos,emirate,place_of_supply,district,address,po_box,email,phone,mobile,trn,priority,latitude,longitude,maps_link_coords,location_source,location_status,required_info,notes
11645,AYES ABDULRAHMAN,,,,1121/26,65,Sharjah,Sharjah,Industrial Area 11,,,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 65)
11646,JUNE 11 BUILDING,,,,1124/26,68,Sharjah,Sharjah,Al Sharq,"Bldg No : 639,Butheena",,,,+971542329386,,,25.3751,55.401854,"https://www.google.com/maps?q=25.375100,55.401854",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 68)
11647,VKM KALARI TRADITIONAL MARTIAL ARTS CLUB  LLC.SHJ .BR,,VKM KALARI GROUP,,"1122/26, 1123/26","67, 66",Sharjah,Sharjah,Al Mahatah,SHJ- ALMAHATTA -SHARJAH,,,,,,,25.307813,55.458238,"https://www.google.com/maps?q=25.307813,55.458238",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,"Location inherited from contract master (SL 67, 66)"
11648,VKM KALARI TRADITIONAL MARTIAL ARTS CLUB  LLC.SHJ .BR -BRANCH 1,SHJ-MUWAILEH,VKM KALARI GROUP,,1123/26,67,Sharjah,Sharjah,Sharjah,,,,,,,,25.307813,55.458238,"https://www.google.com/maps?q=25.307813,55.458238",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 67)
11649,BASMA ABDALLA MURAD ALI AL MAAZMI & PARTNERS (Muwailah Bldg 1601),,,,,,Sharjah,Sharjah,Muwaileh,Muwailah Bldg 1601,,,+971507856770,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11651,COMFORT REAL ESTATE,,,,,,Sharjah,Sharjah,Muwaileh,"Muwailah 2147, Near Nujoom Al Hamriya Grocery",,,,+971506265509,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11652,JUN 11 BUILDING,,,,1124/26,68,Sharjah,Sharjah,Al Sharq,"Bldg No : 639,Butheena",,,,+971542329386,,,25.3751,55.401854,"https://www.google.com/maps?q=25.375100,55.401854",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 68)
11653,LA VOGUE EXPERTS POLY CLINIC L.L.C,,,,1125/26,69,Dubai,Dubai,Umm Suqeim 2,,,,,,,,25.150122,55.210134,"https://www.google.com/maps?q=25.150122,55.210134",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 69)
11654,First Class Holiday Homes,,,,,,,,,"Royal Breeze,Tower 2, Apt No : 507",,,,0522359308,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11655,TAWLAT AL JERAN RESTAURANT L.L.C,,,,1128/26,72,Sharjah,Sharjah,Al Nahda,,,,,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 72)
11656,CORNICHE HOTEL SHARJAH,,,,,,,,,"Al Majas,Corniche Al Buhaira Street, Behind Ahmed Khalaf Al Otaiba",,CHS.QHS@corniche-hotels.com,+971528244666,,,,,,,NONE,NO_LOCATION,ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11657,SHARJAH SPECIALIST MEDICAL CENTER LLC,,,,,,Sharjah,Sharjah,Muwaileh,Abc Muwailah,,,,+971555472783,100536291600003,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11658,BUHAIRAT ADEN CAFETRIA,,,,1130/26,74,Sharjah,Sharjah,Al Sharq,,,,,,,,25.369711,55.406289,"https://www.google.com/maps?q=25.369711,55.406289",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 74)
11659,MONTYS FOODS KITCHEN CO L.L.C,,,,,,Dubai,Dubai,,"Al Quos,Kitchen, Dubai",,,,+971555466399,104276234200003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11661,SHAMA GROCERY,,,,1132/26,76,Sharjah,Sharjah,Al Sajaa,,,,,,,,25.308506,55.633524,"https://www.google.com/maps?q=25.308506,55.633524",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 76)
11662,SULTAN AL ARAB RESTAURANT L.L.C (Al Barsha),AL BARSHA,SULTAN ALARAB GROUP,,,,Dubai,Dubai,,Al Barsha-Shop No 2,,,,+971555466399,104774977300003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11663,SULTHAN AL ARAB RESTUARANT(Business Bay),Business Bay,,,,,Dubai,Dubai,,Business Bay,,,,+971555466399,104774977300003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11664,SULTHAN AL ARAB RESTUARANT (Manipal),Manipal-Dubai,,,,,Dubai,Dubai,,"Manipal,Dubai",,,,+971555466399,104774977300003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11665,SULTHAN AL ARAB RESTUARANT(Al Qusais Branch),Al Qusais,,,,,Dubai,Dubai,,Al Qusais,,,,+971555466399,104774977300003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11666,SAJA SPA FOR MEN PER PERSON COMPANY.LLC,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11667,ML STAR DECORATION WORKS,,,,,,Umm Al Quwain,Umm Al Quwain,,Umm Al Quwain,,,,+971568580009,,,25.5647,55.5532,"https://www.google.com/maps?q=25.564700,55.553200",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11668,"H B S L, SAFAD BUILDING",,,,1137/26,81,Sharjah,Sharjah,Bu Tina,,,,,,,,25.371034,55.401896,"https://www.google.com/maps?q=25.371034,55.401896",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 81)
11669,QREW BILLIARD & POOL ROOM L.L.C,,,,1216/26,159,Sharjah,Sharjah,Al Dhaid,"Inside the Dhaid Mall, Dhaid",,,,0553556609,,,25.289029,55.347774,"https://www.google.com/maps?q=25.289029,55.347774",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 159)
11671,AWAEL PRINTING PRESS L.L.C,,,,1140/26,84,Ajman,Ajman,New Industrial,"Near Ajman Industrial Police station, Beiryt St Ajman",,,,+971504824536,,,25.375203,55.481941,"https://www.google.com/maps?q=25.375203,55.481941",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 84)
11672,Ghazal Muwaileh Hairdressing Salon,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11673,RAWDHAT AL JAMAL BEAUTY CENTER-BRANCH1,,,,1144/26,88,Sharjah,Sharjah,Muwaileh Commercial,,,,,,,,25.310899,55.457645,"https://www.google.com/maps?q=25.310899,55.457645",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 88)
11674,AL HIKMA REAL ESTATE,,,,,,Ajman,Ajman,,Ajman,,,,0557963146,,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11675,MOHAMED ALHASOUN MEDICAL CENTER LLC,,,,1054/25,18,Sharjah,Sharjah,Al Khan,Al Kasba,,,,0503751572,104067448100003,,25.324518,55.375133,"https://www.google.com/maps?q=25.324518,55.375133",CONTRACT_MASTER,VERIFIED,ASK: EMAIL,Location inherited from contract master (SL 18)
11676,URBAN SANDWICH SHOP DMCC,,,,,,Dubai,Dubai,,"1 Lake Plaza,Plot No .JLT-PH2-T2A, Jumeirah Lakes Towers",,,+97143479696,,100074828300003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11677,SHIFA AL JAZEERA MEDICAL CENTER -BRANCH1,,SHIFA AL JAZEERA GROUP,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11678,GOLDEN WORLD GENT SALON,,,,1148/26,91,Sharjah,Sharjah,Al Mahatah,,,,,,,,25.349383,55.392772,"https://www.google.com/maps?q=25.349383,55.392772",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 91)
11679,ALI ALSHAMSI BUILDING,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11681,ALSADAF AL AHMAR RES LLC SOLE PROPRIETORSHIP,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11682,MALLAH AL FREEJ CAFETERIA,,,,1152/26,95,Sharjah,Sharjah,Muwaileh Commercial,,,,,,,,25.307715,55.465156,"https://www.google.com/maps?q=25.307715,55.465156",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 95)
11683,ALZAN BUILDING MATERIALS TRADING LLC,,,,,,Ajman,Ajman,,Ajman,,,,0562197420,,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11684,ALI OBAID ALI AL GHAZAL AL SHAMSI,ALI OBAID ALI GHAZAL AL SHAMSI,,,,,Sharjah,Sharjah,,"GULAYA BUILDING, SHARJAH",,,0555644654,,,Medium,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11685,AL MUKHADRAM BODY BUILDING GYM,,,", ,",,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11686,TAREEQ AL SAHRA CAFETERIA,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11687,YANABEE ALWAHA REST.LLC,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11688,MEAL PREPARATION AND  HOSPITALITY SERVICES,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11689,OLD CAF - SHJ. BR,,,,1159/26,101,Sharjah,Sharjah,Sharjah,,,,,,,,25.309202,55.45928,"https://www.google.com/maps?q=25.309202,55.459280",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 101)
11691,ALMAKHMAL FOOD STUFF TR.,,,,1160/26,102,Sharjah,Sharjah,Bu Tina,,,,,,,,25.371034,55.401896,"https://www.google.com/maps?q=25.371034,55.401896",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 102)
11692,Ali Mohammed Mehdi Mohammed (TOPAZ Building),TOPAZ Building,,,,,Sharjah,Sharjah,Abu Shagara,Abushagara,,,,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11693,Wall to wall general contracting,Al Ghuwair,,,,,Sharjah,Sharjah,Al Ghuwair,Al Ghuwair (pakistani sweets),,,,,,,25.304994,55.38795,"https://www.google.com/maps?q=25.304994,55.387950",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11694,Ali Abdualrazagh,Sharcon Real Estate,,,,,Sharjah,Sharjah,Muwaileh,"8F74+2MW, Muweilah Commercial, Sharjah industrial",,,0566029414,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11695,JABAL AL KHOOR GROCERY,,,",",1161/26,103,Sharjah,Sharjah,Industrial Area 2,,,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 103)
11696,DUNES TOWER,,,,1162/26,104,Sharjah,Sharjah,Al Nahda,,,,,,,,25.301537,55.373628,"https://www.google.com/maps?q=25.301537,55.373628",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 104)
11697,ALQASIMIA HOUSE,,,,1163/26,105,Sharjah,Sharjah,Al Qasimia,,,,,,,,25.341179,55.395932,"https://www.google.com/maps?q=25.341179,55.395932",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 105)
11698,Humaid Bin Butty,Building no 2341,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11699,Al Jazzat Real Estate,,,,,,Sharjah,Sharjah,Al Musalla,"Al Naqabi Building,Ibrahim Mohammed Al Madfa St - Al Mussalla - Sharjah",,,,,,,25.06212,56.352787,"https://www.google.com/maps?q=25.062120,56.352787",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11711,AAM Properties L.L.C,,,,,,Dubai,Dubai,,"M8, K5 Building , Deira",,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11712,Hamad Muhair Abdulla Saeed Alketbi (Muweilah 2268),,,,,,,,,Muweila,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11713,SAEED ABDULLA MUFTAH ALKHATERI,,,,1175/26,119,Sharjah,Sharjah,Al Musalla,,,,,,,,25.06212,56.352787,"https://www.google.com/maps?q=25.062120,56.352787",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 119)
11714,FATIMA SULTAN SAIF ALMIDFA & PARTNERS (BUTINA BLDG),,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11715,Majd Alowis (Muweilah Bldg 2590),,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11716,FAISAL TOWER,,,,1164/26,106,Sharjah,Sharjah,Al Nahda,,,,,,,,25.305668,55.379322,"https://www.google.com/maps?q=25.305668,55.379322",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 106)
11717,ALWARDH ALSAFRA SUPERMARKET LLC.S.P,,,,1166/26,108,Sharjah,Sharjah,Industrial Area 4,,,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 108)
11718,AL MANARA ALJAMELA GROCERY,,,,1167/26,109,Sharjah,Sharjah,Al Yarmook,,,,,,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 109)
11719,Raef Mahmoud Ahmad Al Kilani,,,,,,Sharjah,Sharjah,Al Yarmook,"Yarmook , Sharjah",,,+971506527611,+971506527611,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11721,Youssef Ahmed Al-Zarouni[Office Building],,,,,,,,,Sajah 1,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11722,Hussein Issa Al-Shiri [labor camp building,,,,,,,,,Al Sajah 2,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11723,Ali Al-Abdouli [Naba'a & Qali'ah building owners],,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11724,Abdulaziz Saud Al-Babtain.[Umm al tarafa],,,,,,Sharjah,Sharjah,Umm Al Tarafa,Umm Al Tarafa,,,,,,,25.3542,55.3946,"https://www.google.com/maps?q=25.354200,55.394600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11725,HAROON ENG MAT MARKETING,HAROON ENG MAT MARKETING,,,,,Sharjah,Sharjah,Industrial Area 4,"Ind 4, I nd 4, Sharjah ind  Area 4",,,+971563278261,+971563278261,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11726,GULF ICE FACTORY &COLD STORAGE  PLANT 4- STAFF  ACCOMMODATION,,GULF ICE FACTORY GROUP,,"1154/26, 1165/26, 1168/26","96, 107, 110",Sharjah,Sharjah,Industrial Area,,,,,,,,25.296384,55.427046,"https://www.google.com/maps?q=25.296384,55.427046",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 96, 107, 110)"
11727,AL DHAID MALL,,,,1169/26,111,Sharjah,Sharjah,Al Dhaid,,,,,,,,25.280612,55.87728,"https://www.google.com/maps?q=25.280612,55.877280",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 111)
11728,MANARAT ALQARAIEN GROCERY,,,,1170/26,112,Sharjah,Sharjah,Albade'i,,,,,,,,25.250213,55.538557,"https://www.google.com/maps?q=25.250213,55.538557",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 112)
11729,Shaikha Hamdan Rashid Bin Khadim,+971 56 128 9289 Kumar Saga Spa,,,,,,,,"Villa 30, Dasman",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11731,BARAF DESSERTS&COFFEE LLC-SHJ.BR,,,,1171/26,113,Sharjah,Sharjah,Al Rumailah,,,,,,,,25.392746,55.418353,"https://www.google.com/maps?q=25.392746,55.418353",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 113)
11732,AL YASMINAH REAL ESTATE INVESTMENT,,,,,,Sharjah,Sharjah,Al Nahda,Al Nahda,,Alyasminha.Realestate@hamdanoman.com,0509903888,,100461127100003,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11733,Iran Insurance Company L.L.C,,,,,,,,,"7th Floor, KIA Motors Building, King Abdul Aziz St",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11734,Khalidha Jasem Serhan,,,,,,Sharjah,Sharjah,Bu Tina,Butina,,,,,,,25.371034,55.401896,"https://www.google.com/maps?q=25.371034,55.401896",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11735,ALMUSALLA BUILDING,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11736,AL ROLLA BUILDING,,,,1176/26,120,Sharjah,Sharjah,Al Shuwaiheen,,,,,,,,25.344258,55.392499,"https://www.google.com/maps?q=25.344258,55.392499",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 120)
11737,AL NABBA BUILDING,,,,1177/26,121,Sharjah,Sharjah,Al Nabba,,,,,,,,25.364588,55.396482,"https://www.google.com/maps?q=25.364588,55.396482",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 121)
11738,NASERIYA BUILDING 1,,NASERIYA BUILDINGS GROUP,,"1178/26, 1180/26","122, 124",Sharjah,Sharjah,Al Nasserya,,,,,,,,25.367673,55.408059,"https://www.google.com/maps?q=25.367673,55.408059",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 122, 124)"
11739,NASERIYA BUILDING 2,,NASERIYA BUILDINGS GROUP,,"1178/26, 1180/26","124, 122",Sharjah,Sharjah,Al Nabba,,,,,,,,25.364588,55.396482,"https://www.google.com/maps?q=25.364588,55.396482",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 124, 122)"
11741,NABBA BUILDING 2 (Saed Arbeed Jalawi Alarbeed),,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11742,Industrial 13 Building,,,,1181/26,125,Sharjah,Sharjah,Industrial Area 13,,,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 125)
11743,BU TINA BLDG,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11744,ALSOOR BUILDING,,,,1183/26,127,Sharjah,Sharjah,Al Soor,,,,,,,,25.349308,55.385969,"https://www.google.com/maps?q=25.349308,55.385969",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 127)
11745,DAR AL HOSHY LADIES SALON L.L.C,,,,1185/26,129,Sharjah,Sharjah,Hoshi,,,,,,,,25.3096,55.5074,"https://www.google.com/maps?q=25.309600,55.507400",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 129)
11746,YARMOOK BLDG,,YARMOOK BUILDINGS GROUP,,1186/26,130,Sharjah,Sharjah,Al Yarmook,,,,,,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 130)
